posteam,down,distance_bucket,play_type,n_plays_2022,n_plays_2023,n_plays_2024,Success Rate %_2022,Success Rate %_2023,Success Rate %_2024,Success Rate %_2022→2023 Δ,Success Rate %_2023→2024 Δ,Conversion %_2022,Conversion %_2023,Conversion %_2024,Conversion %_2022→2023 Δ,Conversion %_2023→2024 Δ
CIN,3,short,pass,35.0,40.0,55.0,57.14,70.0,47.27,12.9,-22.7,57.14,70.0,47.27,12.9,-22.7
CIN,3,short,run,31.0,25.0,22.0,77.42,60.0,72.72999999999999,-17.4,12.7,77.42,64.0,77.27000000000001,-13.4,13.3
CIN,3,very long,pass,38.0,33.0,24.0,39.47,24.240000000000002,25.0,-15.2,0.8,23.68,6.0600000000000005,16.669999999999998,-17.6,10.6
CIN,3,very long,run,4.0,6.0,7.0,25.0,16.669999999999998,42.86,-8.3,26.2,0.0,0.0,28.57,0.0,28.6
CIN,4,long,pass,,,1.0,,,100.0,,,,,100.0,,
CIN,4,medium,pass,4.0,5.0,1.0,50.0,20.0,100.0,-30.0,80.0,50.0,20.0,100.0,-30.0,80.0
CIN,4,short,pass,4.0,5.0,15.0,0.0,60.0,46.67,60.0,-13.3,0.0,60.0,46.67,60.0,-13.3
CIN,4,short,run,5.0,6.0,2.0,40.0,66.67,50.0,26.7,-16.7,40.0,66.67,50.0,26.7,-16.7
CIN,4,very long,pass,,2.0,,,50.0,,,,,50.0,,,
CIN,4,very long,run,,1.0,,,0.0,,,,,0.0,,,
CLE,1,long,pass,170.0,230.0,249.0,55.28999999999999,42.17,37.75,-13.1,-4.4,0.0,0.0,0.0,0.0,0.0
CLE,1,long,run,270.0,246.0,176.0,38.519999999999996,32.93,30.11,-5.6,-2.8,0.0,0.0,0.0,0.0,0.0
CLE,1,medium,pass,6.0,7.0,6.0,66.67,28.57,16.669999999999998,-38.1,-11.9,0.0,0.0,0.0,0.0,0.0
CLE,1,medium,run,7.0,5.0,5.0,71.43,40.0,80.0,-31.4,40.0,0.0,0.0,0.0,0.0,0.0
CLE,1,short,pass,3.0,2.0,1.0,66.67,0.0,0.0,-66.7,0.0,0.0,0.0,0.0,0.0,0.0
CLE,1,short,run,4.0,6.0,3.0,50.0,50.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0
CLE,1,very long,pass,11.0,17.0,22.0,54.55,52.94,54.55,-1.6,1.6,0.0,0.0,0.0,0.0,0.0
CLE,1,very long,run,4.0,5.0,2.0,25.0,20.0,0.0,-5.0,-20.0,0.0,0.0,0.0,0.0,0.0
CLE,2,long,pass,77.0,107.0,117.0,36.36,33.64,35.9,-2.7,2.3,0.0,0.0,0.0,0.0,0.0
CLE,2,long,run,54.0,55.0,43.0,35.19,38.18,37.21,3.0,-1.0,0.0,0.0,0.0,0.0,0.0
CLE,2,medium,pass,55.0,63.0,59.0,47.27,50.79,35.589999999999996,3.5,-15.2,0.0,0.0,0.0,0.0,0.0
CLE,2,medium,run,52.0,71.0,48.0,46.150000000000006,38.03,39.58,-8.1,1.5,0.0,0.0,0.0,0.0,0.0
CLE,2,short,pass,22.0,22.0,20.0,40.910000000000004,54.55,55.00000000000001,13.6,0.5,0.0,0.0,0.0,0.0,0.0
CLE,2,short,run,33.0,43.0,30.0,57.58,53.49,66.67,-4.1,13.2,0.0,0.0,0.0,0.0,0.0
CLE,2,very long,pass,46.0,44.0,39.0,41.3,40.910000000000004,25.64,-0.4,-15.3,0.0,0.0,0.0,0.0,0.0
CLE,2,very long,run,13.0,17.0,12.0,46.150000000000006,41.18,50.0,-5.0,8.8,0.0,0.0,0.0,0.0,0.0
CLE,3,long,pass,48.0,55.0,52.0,22.919999999999998,23.64,32.690000000000005,0.7,9.1,18.75,20.0,28.849999999999998,1.2,8.8
CLE,3,long,run,4.0,5.0,6.0,75.0,0.0,16.669999999999998,-75.0,16.7,75.0,0.0,16.669999999999998,-75.0,16.7
CLE,3,medium,pass,61.0,65.0,68.0,40.98,35.38,39.71,-5.6,4.3,40.98,35.38,38.24,-5.6,2.9
CLE,3,medium,run,10.0,18.0,10.0,50.0,38.89,20.0,-11.1,-18.9,50.0,38.89,20.0,-11.1,-18.9
CLE,3,short,pass,22.0,27.0,19.0,50.0,51.849999999999994,47.370000000000005,1.8,-4.5,50.0,51.849999999999994,47.370000000000005,1.8,-4.5
CLE,3,short,run,40.0,40.0,28.0,67.5,62.5,46.43,-5.0,-16.1,67.5,62.5,46.43,-5.0,-16.1
CLE,3,very long,pass,35.0,52.0,50.0,22.86,15.379999999999999,16.0,-7.5,0.6,17.14,11.540000000000001,8.0,-5.6,-3.5
CLE,3,very long,run,8.0,4.0,4.0,25.0,25.0,0.0,0.0,-25.0,25.0,25.0,0.0,0.0,-25.0
CLE,4,long,pass,4.0,4.0,2.0,50.0,25.0,100.0,-25.0,75.0,50.0,25.0,100.0,-25.0,75.0
CLE,4,long,run,,,1.0,,,100.0,,,,,100.0,,
CLE,4,medium,pass,9.0,9.0,10.0,55.559999999999995,55.559999999999995,30.0,0.0,-25.6,55.559999999999995,55.559999999999995,30.0,0.0,-25.6
CLE,4,medium,run,2.0,,1.0,100.0,,100.0,,,100.0,,100.0,,
CLE,4,short,pass,8.0,6.0,10.0,12.5,50.0,30.0,37.5,-20.0,12.5,50.0,30.0,37.5,-20.0
CLE,4,short,run,17.0,12.0,18.0,76.47,75.0,77.78,-1.5,2.8,76.47,75.0,77.78,-1.5,2.8
CLE,4,very long,pass,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,1,long,pass,211.0,244.0,235.0,49.76,50.41,43.4,0.6,-7.0,0.0,0.0,0.0,0.0,0.0
DAL,1,long,run,271.0,226.0,192.0,35.42,40.27,31.77,4.9,-8.5,0.0,0.0,0.0,0.0,0.0
DAL,1,medium,pass,7.0,11.0,5.0,42.86,36.36,40.0,-6.5,3.6,0.0,0.0,0.0,0.0,0.0
DAL,1,medium,run,8.0,12.0,9.0,25.0,50.0,55.559999999999995,25.0,5.6,0.0,0.0,0.0,0.0,0.0
DAL,1,short,pass,5.0,5.0,,60.0,40.0,,-20.0,,0.0,0.0,,0.0,
DAL,1,short,run,7.0,8.0,6.0,42.86,37.5,66.67,-5.4,29.2,0.0,0.0,0.0,0.0,0.0
DAL,1,very long,pass,3.0,17.0,14.0,100.0,52.94,28.57,-47.1,-24.4,0.0,0.0,0.0,0.0,0.0
DAL,1,very long,run,18.0,4.0,11.0,44.440000000000005,25.0,36.36,-19.4,11.4,0.0,0.0,0.0,0.0,0.0
DAL,2,long,pass,102.0,87.0,93.0,51.959999999999994,48.28,41.94,-3.7,-6.3,0.0,0.0,0.0,0.0,0.0
DAL,2,long,run,61.0,39.0,44.0,27.87,35.9,36.36,8.0,0.5,0.0,0.0,0.0,0.0,0.0
DAL,2,medium,pass,61.0,88.0,73.0,62.3,53.410000000000004,49.32,-8.9,-4.1,0.0,0.0,0.0,0.0,0.0
DAL,2,medium,run,71.0,54.0,52.0,39.44,44.440000000000005,50.0,5.0,5.6,0.0,0.0,0.0,0.0,0.0
DAL,2,short,pass,29.0,28.0,20.0,55.169999999999995,50.0,60.0,-5.2,10.0,0.0,0.0,0.0,0.0,0.0
DAL,2,short,run,31.0,44.0,30.0,64.52,54.55,46.67,-10.0,-7.9,0.0,0.0,0.0,0.0,0.0
DAL,2,very long,pass,44.0,38.0,36.0,38.64,55.26,41.67,16.6,-13.6,0.0,0.0,0.0,0.0,0.0
DAL,2,very long,run,16.0,17.0,17.0,43.75,17.65,35.29,-26.1,17.6,0.0,0.0,0.0,0.0,0.0
DAL,3,long,pass,54.0,41.0,47.0,33.33,29.270000000000003,23.400000000000002,-4.1,-5.9,33.33,31.71,23.400000000000002,-1.6,-8.3
DAL,3,long,run,1.0,5.0,4.0,0.0,60.0,25.0,60.0,-35.0,0.0,40.0,25.0,40.0,-15.0
DAL,3,medium,pass,65.0,72.0,70.0,33.85,59.72,37.14,25.9,-22.6,33.85,59.72,37.14,25.9,-22.6
DAL,3,medium,run,13.0,11.0,11.0,38.46,63.63999999999999,45.45,25.2,-18.2,38.46,54.55,45.45,16.1,-9.1
DAL,3,short,pass,31.0,44.0,23.0,54.84,43.18,60.870000000000005,-11.7,17.7,54.84,43.18,65.22,-11.7,22.0
DAL,3,short,run,57.0,34.0,31.0,77.19,88.24,70.97,11.0,-17.3,77.19,88.24,74.19,11.0,-14.0
DAL,3,very long,pass,32.0,27.0,34.0,34.38,44.440000000000005,20.59,10.1,-23.9,31.25,25.929999999999996,8.82,-5.3,-17.1
DAL,3,very long,run,5.0,8.0,7.0,40.0,25.0,28.57,-15.0,3.6,20.0,12.5,0.0,-7.5,-12.5
DAL,4,long,pass,,2.0,4.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0
DAL,4,medium,pass,2.0,3.0,10.0,100.0,0.0,50.0,-100.0,50.0,100.0,0.0,50.0,-100.0,50.0
DAL,4,medium,run,1.0,,,100.0,,,,,100.0,,,,
DAL,4,short,pass,6.0,11.0,5.0,50.0,63.63999999999999,20.0,13.6,-43.6,50.0,63.63999999999999,20.0,13.6,-43.6
DAL,4,short,run,12.0,8.0,6.0,66.67,75.0,66.67,8.3,-8.3,66.67,75.0,66.67,8.3,-8.3
DAL,4,very long,pass,2.0,,3.0,0.0,,0.0,,,0.0,,0.0,,
DEN,1,long,pass,219.0,202.0,200.0,38.81,49.01,47.0,10.2,-2.0,0.0,0.0,0.0,0.0,0.0
DEN,1,long,run,203.0,191.0,220.0,34.48,32.46,36.36,-2.0,3.9,0.0,0.0,0.0,0.0,0.0
DEN,1,medium,pass,4.0,7.0,4.0,50.0,28.57,0.0,-21.4,-28.6,0.0,0.0,0.0,0.0,0.0
DEN,1,medium,run,7.0,5.0,9.0,42.86,60.0,66.67,17.1,6.7,0.0,0.0,0.0,0.0,0.0
DEN,1,short,pass,4.0,3.0,4.0,25.0,33.33,100.0,8.3,66.7,0.0,0.0,0.0,0.0,0.0
DEN,1,short,run,6.0,6.0,6.0,66.67,83.33,33.33,16.7,-50.0,0.0,0.0,0.0,0.0,0.0
DEN,1,very long,pass,13.0,8.0,9.0,38.46,37.5,33.33,-1.0,-4.2,0.0,0.0,0.0,0.0,0.0
DEN,1,very long,run,5.0,9.0,11.0,0.0,44.440000000000005,36.36,44.4,-8.1,0.0,0.0,0.0,0.0,0.0
DEN,2,long,pass,77.0,78.0,74.0,35.06,42.309999999999995,41.89,7.2,-0.4,0.0,0.0,0.0,0.0,0.0
DEN,2,long,run,59.0,51.0,38.0,22.03,39.22,31.580000000000002,17.2,-7.6,0.0,0.0,0.0,0.0,0.0
DEN,2,medium,pass,59.0,59.0,66.0,52.54,44.07,42.42,-8.5,-1.6,0.0,0.0,0.0,0.0,0.0
DEN,2,medium,run,43.0,53.0,67.0,55.81,45.28,47.760000000000005,-10.5,2.5,0.0,0.0,0.0,0.0,0.0
DEN,2,short,pass,18.0,16.0,18.0,66.67,50.0,33.33,-16.7,-16.7,0.0,0.0,0.0,0.0,0.0
DEN,2,short,run,35.0,30.0,39.0,54.290000000000006,46.67,48.72,-7.6,2.0,0.0,0.0,0.0,0.0,0.0
DEN,2,very long,pass,46.0,31.0,43.0,34.78,32.26,39.53,-2.5,7.3,0.0,0.0,0.0,0.0,0.0
DEN,2,very long,run,16.0,8.0,10.0,50.0,37.5,50.0,-12.5,12.5,0.0,0.0,0.0,0.0,0.0
DEN,3,long,pass,56.0,38.0,39.0,26.790000000000003,34.21,30.769999999999996,7.4,-3.4,23.21,31.580000000000002,28.21,8.4,-3.4
DEN,3,long,run,4.0,5.0,6.0,25.0,40.0,33.33,15.0,-6.7,25.0,20.0,33.33,-5.0,13.3
DEN,3,medium,pass,53.0,53.0,62.0,26.419999999999998,37.74,41.94,11.3,4.2,26.419999999999998,35.85,40.32,9.4,4.5
DEN,3,medium,run,12.0,9.0,11.0,41.67,66.67,36.36,25.0,-30.3,41.67,66.67,36.36,25.0,-30.3
DEN,3,short,pass,27.0,27.0,40.0,44.440000000000005,48.15,52.5,3.7,4.4,44.440000000000005,48.15,50.0,3.7,1.9
DEN,3,short,run,28.0,45.0,33.0,57.14,57.78,75.76,0.6,18.0,57.14,57.78,75.76,0.6,18.0
DEN,3,very long,pass,43.0,31.0,42.0,23.26,16.13,26.19,-7.1,10.1,11.63,12.9,14.29,1.3,1.4
DEN,3,very long,run,7.0,10.0,4.0,42.86,20.0,25.0,-22.9,5.0,14.29,0.0,0.0,-14.3,0.0
DEN,4,long,pass,4.0,2.0,3.0,0.0,100.0,33.33,100.0,-66.7,0.0,50.0,33.33,50.0,-16.7
DEN,4,long,run,1.0,,,0.0,,,,,0.0,,,,
DEN,4,medium,pass,3.0,,3.0,66.67,,33.33,,,66.67,,33.33,,
DEN,4,medium,run,1.0,,1.0,100.0,,100.0,,,100.0,,100.0,,
DEN,4,short,pass,6.0,5.0,9.0,33.33,40.0,88.89,6.7,48.9,33.33,40.0,88.89,6.7,48.9
DEN,4,short,run,8.0,12.0,6.0,75.0,83.33,83.33,8.3,0.0,87.5,83.33,83.33,-4.2,0.0
DEN,4,very long,pass,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DET,1,long,pass,216.0,268.0,222.0,49.54,52.61,58.10999999999999,3.1,5.5,0.0,0.0,0.0,0.0,0.0
DET,1,long,run,216.0,262.0,261.0,36.57,39.31,40.23,2.7,0.9,0.0,0.0,0.0,0.0,0.0
DET,1,medium,pass,4.0,2.0,8.0,75.0,50.0,62.5,-25.0,12.5,0.0,0.0,0.0,0.0,0.0
DET,1,medium,run,11.0,19.0,13.0,54.55,42.11,69.23,-12.4,27.1,0.0,0.0,0.0,0.0,0.0
DET,1,short,pass,5.0,2.0,6.0,40.0,0.0,66.67,-40.0,66.7,0.0,0.0,0.0,0.0,0.0
DET,1,short,run,12.0,8.0,11.0,58.330000000000005,62.5,81.82000000000001,4.2,19.3,0.0,0.0,0.0,0.0,0.0
DET,1,very long,pass,6.0,8.0,6.0,50.0,37.5,50.0,-12.5,12.5,0.0,0.0,0.0,0.0,0.0
DET,1,very long,run,5.0,7.0,9.0,0.0,14.29,44.440000000000005,14.3,30.2,0.0,0.0,0.0,0.0,0.0
DET,2,long,pass,75.0,93.0,80.0,48.0,47.31,45.0,-0.7,-2.3,0.0,0.0,0.0,0.0,0.0
DET,2,long,run,58.0,56.0,52.0,31.03,23.21,36.54,-7.8,13.3,0.0,0.0,0.0,0.0,0.0
DET,2,medium,pass,60.0,71.0,59.0,56.67,54.93,61.019999999999996,-1.7,6.1,0.0,0.0,0.0,0.0,0.0
DET,2,medium,run,58.0,69.0,62.0,43.1,52.17,48.39,9.1,-3.8,0.0,0.0,0.0,0.0,0.0
DET,2,short,pass,33.0,42.0,32.0,66.67,52.38,68.75,-14.3,16.4,0.0,0.0,0.0,0.0,0.0
DET,2,short,run,29.0,43.0,44.0,68.97,62.79,63.63999999999999,-6.2,0.8,0.0,0.0,0.0,0.0,0.0
DET,2,very long,pass,32.0,44.0,38.0,31.25,56.82000000000001,47.370000000000005,25.6,-9.5,0.0,0.0,0.0,0.0,0.0
DET,2,very long,run,9.0,10.0,11.0,33.33,30.0,27.27,-3.3,-2.7,0.0,0.0,0.0,0.0,0.0
DET,3,long,pass,42.0,46.0,39.0,47.620000000000005,34.78,35.9,-12.8,1.1,45.24,28.26,33.33,-17.0,5.1
DET,3,long,run,6.0,5.0,6.0,33.33,40.0,33.33,6.7,-6.7,16.669999999999998,40.0,33.33,23.3,-6.7
DET,3,medium,pass,49.0,69.0,54.0,40.82,49.28,48.15,8.5,-1.1,40.82,49.28,48.15,8.5,-1.1
DET,3,medium,run,15.0,17.0,17.0,33.33,47.06,47.06,13.7,0.0,26.669999999999998,35.29,52.94,8.6,17.6
DET,3,short,pass,31.0,39.0,38.0,54.84,58.97,57.89,4.1,-1.1,54.84,58.97,57.89,4.1,-1.1
DET,3,short,run,27.0,38.0,35.0,62.96000000000001,52.629999999999995,62.86000000000001,-10.3,10.2,62.96000000000001,55.26,65.71000000000001,-7.7,10.5
DET,3,very long,pass,33.0,34.0,22.0,30.3,35.29,36.36,5.0,1.1,21.21,23.53,22.73,2.3,-0.8
DET,3,very long,run,7.0,6.0,2.0,42.86,33.33,50.0,-9.5,16.7,14.29,16.669999999999998,50.0,2.4,33.3
DET,4,long,pass,2.0,4.0,3.0,50.0,0.0,33.33,-50.0,33.3,50.0,0.0,33.33,-50.0,33.3
DET,4,long,run,1.0,,,100.0,,,,,100.0,,,,
DET,4,medium,pass,5.0,9.0,4.0,20.0,22.220000000000002,100.0,2.2,77.8,20.0,22.220000000000002,100.0,2.2,77.8
DET,4,medium,run,,2.0,2.0,,50.0,0.0,,-50.0,,50.0,0.0,,-50.0
DET,4,short,pass,18.0,18.0,11.0,55.559999999999995,66.67,63.63999999999999,11.1,-3.0,55.559999999999995,66.67,63.63999999999999,11.1,-3.0
DET,4,short,run,11.0,10.0,14.0,63.63999999999999,90.0,78.57,26.4,-11.4,63.63999999999999,90.0,78.57,26.4,-11.4
DET,4,very long,pass,,2.0,1.0,,0.0,100.0,,100.0,,0.0,100.0,,100.0
GB,1,long,pass,194.0,228.0,159.0,44.85,48.68,49.059999999999995,3.8,0.4,0.0,0.0,0.0,0.0,0.0
GB,1,long,run,228.0,234.0,261.0,40.35,35.04,36.78,-5.3,1.7,0.0,0.0,0.0,0.0,0.0
GB,1,medium,pass,5.0,2.0,4.0,40.0,50.0,25.0,10.0,-25.0,0.0,0.0,0.0,0.0,0.0
GB,1,medium,run,6.0,9.0,17.0,50.0,44.440000000000005,47.06,-5.6,2.6,0.0,0.0,0.0,0.0,0.0
GB,1,short,pass,1.0,1.0,2.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
GB,1,short,run,3.0,7.0,12.0,33.33,28.57,66.67,-4.8,38.1,0.0,0.0,0.0,0.0,0.0
GB,1,very long,pass,13.0,12.0,17.0,30.769999999999996,66.67,47.06,35.9,-19.6,0.0,0.0,0.0,0.0,0.0
GB,1,very long,run,4.0,3.0,10.0,25.0,0.0,50.0,-25.0,50.0,0.0,0.0,0.0,0.0,0.0
GB,2,long,pass,84.0,89.0,62.0,42.86,39.33,51.61,-3.5,12.3,0.0,0.0,0.0,0.0,0.0
GB,2,long,run,47.0,48.0,49.0,44.68,41.67,34.69,-3.0,-7.0,0.0,0.0,0.0,0.0,0.0
GB,2,medium,pass,56.0,67.0,62.0,50.0,47.760000000000005,51.61,-2.2,3.8,0.0,0.0,0.0,0.0,0.0
GB,2,medium,run,57.0,69.0,75.0,52.629999999999995,46.379999999999995,44.0,-6.2,-2.4,0.0,0.0,0.0,0.0,0.0
GB,2,short,pass,32.0,24.0,22.0,65.62,54.169999999999995,50.0,-11.5,-4.2,0.0,0.0,0.0,0.0,0.0
GB,2,short,run,35.0,40.0,47.0,71.43,57.49999999999999,68.08999999999999,-13.9,10.6,0.0,0.0,0.0,0.0,0.0
GB,2,very long,pass,33.0,35.0,47.0,51.519999999999996,37.14,44.68,-14.4,7.5,0.0,0.0,0.0,0.0,0.0
GB,2,very long,run,6.0,11.0,7.0,66.67,45.45,57.14,-21.2,11.7,0.0,0.0,0.0,0.0,0.0
GB,3,long,pass,38.0,42.0,28.0,34.21,33.33,25.0,-0.9,-8.3,31.580000000000002,33.33,25.0,1.7,-8.3
GB,3,long,run,4.0,4.0,5.0,75.0,50.0,0.0,-25.0,-50.0,50.0,50.0,0.0,0.0,-50.0
GB,3,medium,pass,59.0,78.0,67.0,42.370000000000005,50.0,38.81,7.6,-11.2,37.29,48.72,37.31,11.4,-11.4
GB,3,medium,run,7.0,3.0,9.0,28.57,33.33,66.67,4.8,33.3,28.57,33.33,66.67,4.8,33.3
GB,3,short,pass,36.0,36.0,29.0,50.0,72.22,48.28,22.2,-23.9,50.0,72.22,48.28,22.2,-23.9
GB,3,short,run,31.0,45.0,34.0,67.74,66.67,61.760000000000005,-1.1,-4.9,67.74,66.67,64.71000000000001,-1.1,-2.0
GB,3,very long,pass,21.0,31.0,29.0,23.810000000000002,29.03,37.93,5.2,8.9,4.760000000000001,22.58,24.14,17.8,1.6
GB,3,very long,run,2.0,6.0,3.0,50.0,16.669999999999998,66.67,-33.3,50.0,50.0,0.0,33.33,-50.0,33.3
GB,4,long,pass,1.0,3.0,2.0,0.0,33.33,0.0,33.3,-33.3,0.0,33.33,0.0,33.3,-33.3
GB,4,medium,pass,4.0,2.0,1.0,75.0,50.0,100.0,-25.0,50.0,75.0,50.0,100.0,-25.0,50.0
GB,4,medium,run,,1.0,1.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0
GB,4,short,pass,14.0,13.0,5.0,21.43,61.53999999999999,60.0,40.1,-1.5,21.43,61.53999999999999,60.0,40.1,-1.5
GB,4,short,run,11.0,5.0,9.0,54.55,60.0,55.559999999999995,5.5,-4.4,54.55,60.0,55.559999999999995,5.5,-4.4
GB,4,very long,pass,1.0,1.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,
GB,4,very long,run,,1.0,,,0.0,,,,,0.0,,,
HOU,1,long,pass,211.0,215.0,229.0,47.39,48.84,45.410000000000004,1.5,-3.4,0.0,0.0,0.0,0.0,0.0
HOU,1,long,run,183.0,242.0,241.0,33.879999999999995,34.300000000000004,28.63,0.4,-5.7,0.0,0.0,0.0,0.0,0.0
HOU,1,medium,pass,4.0,2.0,2.0,50.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOU,1,medium,run,7.0,8.0,7.0,14.29,37.5,42.86,23.2,5.4,0.0,0.0,0.0,0.0,0.0
HOU,1,short,pass,2.0,3.0,2.0,50.0,0.0,0.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0
HOU,1,short,run,4.0,9.0,6.0,50.0,22.220000000000002,50.0,-27.8,27.8,0.0,0.0,0.0,0.0,0.0
HOU,1,very long,pass,10.0,8.0,13.0,20.0,50.0,46.150000000000006,30.0,-3.8,0.0,0.0,0.0,0.0,0.0
HOU,1,very long,run,5.0,14.0,8.0,0.0,28.57,50.0,28.6,21.4,0.0,0.0,0.0,0.0,0.0
HOU,2,long,pass,83.0,92.0,92.0,31.330000000000002,43.480000000000004,34.78,12.2,-8.7,0.0,0.0,0.0,0.0,0.0
HOU,2,long,run,45.0,49.0,68.0,15.559999999999999,24.490000000000002,30.880000000000003,8.9,6.4,0.0,0.0,0.0,0.0,0.0
HOU,2,medium,pass,60.0,69.0,53.0,43.33,55.06999999999999,43.4,11.7,-11.7,0.0,0.0,0.0,0.0,0.0
HOU,2,medium,run,50.0,48.0,54.0,46.0,29.17,46.300000000000004,-16.8,17.1,0.0,0.0,0.0,0.0,0.0
HOU,2,short,pass,27.0,26.0,22.0,44.440000000000005,50.0,36.36,5.6,-13.6,0.0,0.0,0.0,0.0,0.0
HOU,2,short,run,25.0,36.0,30.0,68.0,55.559999999999995,53.33,-12.4,-2.2,0.0,0.0,0.0,0.0,0.0
HOU,2,very long,pass,32.0,52.0,52.0,21.88,34.62,36.54,12.7,1.9,0.0,0.0,0.0,0.0,0.0
HOU,2,very long,run,11.0,15.0,15.0,18.18,26.669999999999998,46.67,8.5,20.0,0.0,0.0,0.0,0.0,0.0
HOU,3,long,pass,62.0,53.0,50.0,20.97,37.74,26.0,16.8,-11.7,20.97,33.96,26.0,13.0,-8.0
HOU,3,long,run,1.0,6.0,8.0,0.0,0.0,25.0,0.0,25.0,0.0,0.0,12.5,0.0,12.5
HOU,3,medium,pass,56.0,64.0,69.0,32.14,48.44,43.480000000000004,16.3,-5.0,32.14,46.88,43.480000000000004,14.7,-3.4
HOU,3,medium,run,6.0,5.0,4.0,33.33,20.0,50.0,-13.3,30.0,33.33,20.0,50.0,-13.3,30.0
HOU,3,short,pass,21.0,39.0,44.0,42.86,48.72,56.82000000000001,5.9,8.1,42.86,51.28,54.55,8.4,3.3
HOU,3,short,run,38.0,26.0,23.0,65.79,57.69,69.57,-8.1,11.9,63.160000000000004,57.69,73.91,-5.5,16.2
HOU,3,very long,pass,31.0,51.0,54.0,6.45,23.53,37.04,17.1,13.5,3.2300000000000004,19.61,27.779999999999998,16.4,8.2
HOU,3,very long,run,6.0,6.0,9.0,0.0,33.33,33.33,33.3,0.0,0.0,0.0,0.0,0.0,0.0
HOU,4,long,pass,1.0,3.0,1.0,100.0,66.67,0.0,-33.3,-66.7,100.0,66.67,0.0,-33.3,-66.7
HOU,4,medium,pass,5.0,3.0,2.0,60.0,0.0,0.0,-60.0,0.0,60.0,0.0,0.0,-60.0,0.0
HOU,4,short,pass,5.0,7.0,9.0,40.0,28.57,66.67,-11.4,38.1,40.0,28.57,66.67,-11.4,38.1
HOU,4,short,run,9.0,8.0,8.0,55.559999999999995,50.0,87.5,-5.6,37.5,55.559999999999995,50.0,87.5,-5.6,37.5
HOU,4,very long,pass,6.0,1.0,1.0,33.33,0.0,0.0,-33.3,0.0,33.33,0.0,0.0,-33.3,0.0
IND,1,long,pass,210.0,186.0,183.0,42.86,43.01,44.81,0.1,1.8,0.0,0.0,0.0,0.0,0.0
IND,1,long,run,226.0,234.0,233.0,32.300000000000004,32.910000000000004,35.19,0.6,2.3,0.0,0.0,0.0,0.0,0.0
IND,1,medium,pass,4.0,7.0,5.0,0.0,42.86,40.0,42.9,-2.9,0.0,0.0,0.0,0.0,0.0
IND,1,medium,run,8.0,10.0,10.0,25.0,60.0,40.0,35.0,-20.0,0.0,0.0,0.0,0.0,0.0
IND,1,short,pass,1.0,1.0,,100.0,0.0,,-100.0,,0.0,0.0,,0.0,
IND,1,short,run,6.0,6.0,6.0,50.0,66.67,33.33,16.7,-33.3,0.0,0.0,0.0,0.0,0.0
IND,1,very long,pass,13.0,14.0,12.0,53.849999999999994,7.140000000000001,33.33,-46.7,26.2,0.0,0.0,0.0,0.0,0.0
IND,1,very long,run,3.0,2.0,5.0,33.33,50.0,80.0,16.7,30.0,0.0,0.0,0.0,0.0,0.0
IND,2,long,pass,109.0,111.0,100.0,38.53,45.050000000000004,40.0,6.5,-5.1,0.0,0.0,0.0,0.0,0.0
IND,2,long,run,46.0,36.0,35.0,34.78,27.779999999999998,28.57,-7.0,0.8,0.0,0.0,0.0,0.0,0.0
IND,2,medium,pass,67.0,58.0,39.0,46.27,51.72,43.59,5.4,-8.1,0.0,0.0,0.0,0.0,0.0
IND,2,medium,run,46.0,60.0,62.0,45.65,45.0,43.55,-0.6,-1.5,0.0,0.0,0.0,0.0,0.0
IND,2,short,pass,15.0,15.0,10.0,60.0,53.33,60.0,-6.7,6.7,0.0,0.0,0.0,0.0,0.0
