Team,Down,Distance Bucket,Play Type,2022 %,2023 %,2024 %,2022→2023 Change,2023→2024 Change
NYG,4,very long,Run,66.7%,0.0%,0.0%,-66.7 %,0.0 %
NYJ,1,long,Pass,49.0%,52.3%,51.1%,3.3 %,-1.2 %
NYJ,1,long,Run,51.0%,47.7%,48.9%,-3.3 %,1.2 %
NYJ,1,medium,Pass,30.8%,16.7%,44.4%,-14.1 %,27.8 %
NYJ,1,medium,Run,69.2%,83.3%,55.6%,14.1 %,-27.8 %
NYJ,1,short,Pass,28.6%,33.3%,72.7%,4.8 %,39.4 %
NYJ,1,short,Run,71.4%,66.7%,27.3%,-4.8 %,-39.4 %
NYJ,1,very long,Pass,76.9%,79.2%,68.8%,2.2 %,-10.4 %
NYJ,1,very long,Run,23.1%,20.8%,31.2%,-2.2 %,10.4 %
NYJ,2,long,Pass,71.1%,63.4%,77.3%,-7.7 %,13.9 %
NYJ,2,long,Run,28.9%,36.6%,22.7%,7.7 %,-13.9 %
NYJ,2,medium,Pass,54.0%,57.0%,61.1%,3.0 %,4.1 %
NYJ,2,medium,Run,46.0%,43.0%,38.9%,-3.0 %,-4.1 %
NYJ,2,short,Pass,38.1%,51.0%,50.8%,12.9 %,-0.2 %
NYJ,2,short,Run,61.9%,49.0%,49.2%,-12.9 %,0.2 %
NYJ,2,very long,Pass,89.1%,90.2%,73.3%,1.1 %,-16.8 %
NYJ,2,very long,Run,10.9%,9.8%,26.7%,-1.1 %,16.8 %
NYJ,3,long,Pass,92.3%,88.0%,93.2%,-4.3 %,5.2 %
NYJ,3,long,Run,7.7%,12.0%,6.8%,4.3 %,-5.2 %
NYJ,3,medium,Pass,91.0%,94.6%,95.4%,3.6 %,0.8 %
NYJ,3,medium,Run,9.0%,5.4%,4.6%,-3.6 %,-0.8 %
NYJ,3,short,Pass,58.5%,56.9%,62.3%,-1.6 %,5.4 %
NYJ,3,short,Run,41.5%,43.1%,37.7%,1.6 %,-5.4 %
NYJ,3,very long,Pass,75.0%,78.7%,92.5%,3.7 %,13.8 %
NYJ,3,very long,Run,25.0%,21.3%,7.5%,-3.7 %,-13.8 %
NYJ,4,long,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
NYJ,4,long,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
NYJ,4,medium,Pass,100.0%,71.4%,85.7%,-28.6 %,14.3 %
NYJ,4,medium,Run,0.0%,28.6%,14.3%,28.6 %,-14.3 %
NYJ,4,short,Pass,83.3%,41.2%,66.7%,-42.2 %,25.5 %
NYJ,4,short,Run,16.7%,58.8%,33.3%,42.2 %,-25.5 %
NYJ,4,very long,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
NYJ,4,very long,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
PHI,1,long,Pass,46.5%,49.4%,33.6%,2.8 %,-15.7 %
PHI,1,long,Run,53.5%,50.6%,66.4%,-2.8 %,15.7 %
PHI,1,medium,Pass,28.6%,20.0%,0.0%,-8.6 %,-20.0 %
PHI,1,medium,Run,71.4%,80.0%,100.0%,8.6 %,20.0 %
PHI,1,short,Pass,13.3%,9.1%,0.0%,-4.2 %,-9.1 %
PHI,1,short,Run,86.7%,90.9%,100.0%,4.2 %,9.1 %
PHI,1,very long,Pass,66.7%,71.4%,55.0%,4.8 %,-16.4 %
PHI,1,very long,Run,33.3%,28.6%,45.0%,-4.8 %,16.4 %
PHI,2,long,Pass,73.1%,70.3%,57.4%,-2.7 %,-12.9 %
PHI,2,long,Run,26.9%,29.7%,42.6%,2.7 %,12.9 %
PHI,2,medium,Pass,40.0%,53.5%,46.4%,13.5 %,-7.1 %
PHI,2,medium,Run,60.0%,46.5%,53.6%,-13.5 %,7.1 %
PHI,2,short,Pass,31.2%,38.2%,26.4%,7.1 %,-11.8 %
PHI,2,short,Run,68.8%,61.8%,73.6%,-7.1 %,11.8 %
PHI,2,very long,Pass,78.6%,76.4%,78.1%,-2.2 %,1.7 %
PHI,2,very long,Run,21.4%,23.6%,21.9%,2.2 %,-1.7 %
PHI,3,long,Pass,84.0%,79.6%,81.0%,-4.4 %,1.4 %
PHI,3,long,Run,16.0%,20.4%,19.0%,4.4 %,-1.4 %
PHI,3,medium,Pass,61.0%,66.2%,68.0%,5.3 %,1.7 %
PHI,3,medium,Run,39.0%,33.8%,32.0%,-5.3 %,-1.7 %
PHI,3,short,Pass,24.7%,37.9%,28.7%,13.2 %,-9.1 %
PHI,3,short,Run,75.3%,62.1%,71.2%,-13.2 %,9.1 %
PHI,3,very long,Pass,80.0%,85.0%,66.0%,5.0 %,-19.0 %
PHI,3,very long,Run,20.0%,15.0%,34.0%,-5.0 %,19.0 %
PHI,4,long,Pass,100.0%,100.0%,nan%,0.0 %,nan %
PHI,4,long,Run,0.0%,0.0%,nan%,0.0 %,nan %
PHI,4,medium,Pass,80.0%,100.0%,85.7%,20.0 %,-14.3 %
PHI,4,medium,Run,20.0%,0.0%,14.3%,-20.0 %,14.3 %
PHI,4,short,Pass,27.6%,30.0%,43.5%,2.4 %,13.5 %
PHI,4,short,Run,72.4%,70.0%,56.5%,-2.4 %,-13.5 %
PHI,4,very long,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
PHI,4,very long,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
PIT,1,long,Pass,46.5%,42.4%,41.3%,-4.1 %,-1.1 %
PIT,1,long,Run,53.5%,57.6%,58.7%,4.1 %,1.1 %
PIT,1,medium,Pass,38.5%,20.0%,9.1%,-18.5 %,-10.9 %
PIT,1,medium,Run,61.5%,80.0%,90.9%,18.5 %,10.9 %
PIT,1,short,Pass,10.0%,37.5%,30.0%,27.5 %,-7.5 %
PIT,1,short,Run,90.0%,62.5%,70.0%,-27.5 %,7.5 %
PIT,1,very long,Pass,71.4%,71.4%,50.0%,0.0 %,-21.4 %
PIT,1,very long,Run,28.6%,28.6%,50.0%,0.0 %,21.4 %
PIT,2,long,Pass,59.3%,56.5%,57.6%,-2.8 %,1.0 %
PIT,2,long,Run,40.7%,43.5%,42.4%,2.8 %,-1.0 %
PIT,2,medium,Pass,40.7%,43.0%,45.8%,2.3 %,2.9 %
PIT,2,medium,Run,59.3%,57.0%,54.2%,-2.3 %,-2.9 %
PIT,2,short,Pass,35.6%,50.0%,37.7%,14.4 %,-12.3 %
PIT,2,short,Run,64.4%,50.0%,62.3%,-14.4 %,12.3 %
PIT,2,very long,Pass,81.6%,63.0%,73.0%,-18.6 %,10.0 %
PIT,2,very long,Run,18.4%,37.0%,27.0%,18.6 %,-10.0 %
PIT,3,long,Pass,92.0%,92.3%,88.0%,0.3 %,-4.3 %
PIT,3,long,Run,8.0%,7.7%,12.0%,-0.3 %,4.3 %
PIT,3,medium,Pass,90.3%,94.9%,73.0%,4.6 %,-21.9 %
PIT,3,medium,Run,9.7%,5.1%,27.0%,-4.6 %,21.9 %
PIT,3,short,Pass,50.0%,54.5%,56.2%,4.5 %,1.7 %
PIT,3,short,Run,50.0%,45.5%,43.8%,-4.5 %,-1.7 %
PIT,3,very long,Pass,87.5%,81.8%,88.0%,-5.7 %,6.2 %
PIT,3,very long,Run,12.5%,18.2%,12.0%,5.7 %,-6.2 %
PIT,4,long,Pass,100.0%,100.0%,nan%,0.0 %,nan %
PIT,4,long,Run,0.0%,0.0%,nan%,0.0 %,nan %
PIT,4,medium,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
PIT,4,medium,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
PIT,4,short,Pass,30.0%,42.9%,7.7%,12.9 %,-35.2 %
PIT,4,short,Run,70.0%,57.1%,92.3%,-12.9 %,35.2 %
PIT,4,very long,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
PIT,4,very long,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
SEA,1,long,Pass,52.7%,53.2%,58.4%,0.5 %,5.3 %
SEA,1,long,Run,47.3%,46.8%,41.6%,-0.5 %,-5.3 %
SEA,1,medium,Pass,36.4%,27.8%,43.8%,-8.6 %,16.0 %
SEA,1,medium,Run,63.6%,72.2%,56.2%,8.6 %,-16.0 %
SEA,1,short,Pass,33.3%,11.1%,16.7%,-22.2 %,5.6 %
SEA,1,short,Run,66.7%,88.9%,83.3%,22.2 %,-5.6 %
SEA,1,very long,Pass,66.7%,80.0%,70.8%,13.3 %,-9.2 %
SEA,1,very long,Run,33.3%,20.0%,29.2%,-13.3 %,9.2 %
SEA,2,long,Pass,63.8%,71.1%,67.5%,7.3 %,-3.6 %
SEA,2,long,Run,36.2%,28.9%,32.5%,-7.3 %,3.6 %
SEA,2,medium,Pass,59.7%,57.0%,55.1%,-2.7 %,-1.9 %
SEA,2,medium,Run,40.3%,43.0%,44.9%,2.7 %,1.9 %
SEA,2,short,Pass,37.9%,27.3%,41.7%,-10.7 %,14.4 %
SEA,2,short,Run,62.1%,72.7%,58.3%,10.7 %,-14.4 %
SEA,2,very long,Pass,74.2%,76.3%,80.3%,2.1 %,4.0 %
SEA,2,very long,Run,25.8%,23.7%,19.7%,-2.1 %,-4.0 %
SEA,3,long,Pass,88.9%,93.5%,94.9%,4.6 %,1.4 %
SEA,3,long,Run,11.1%,6.5%,5.1%,-4.6 %,-1.4 %
SEA,3,medium,Pass,83.9%,91.7%,91.5%,7.8 %,-0.1 %
SEA,3,medium,Run,16.1%,8.3%,8.5%,-7.8 %,0.1 %
SEA,3,short,Pass,54.8%,60.4%,59.3%,5.6 %,-1.2 %
SEA,3,short,Run,45.2%,39.6%,40.7%,-5.6 %,1.2 %
SEA,3,very long,Pass,84.1%,92.5%,72.7%,8.4 %,-19.8 %
SEA,3,very long,Run,15.9%,7.5%,27.3%,-8.4 %,19.8 %
SEA,4,long,Pass,66.7%,100.0%,100.0%,33.3 %,0.0 %
SEA,4,long,Run,33.3%,0.0%,0.0%,-33.3 %,0.0 %
SEA,4,medium,Pass,80.0%,100.0%,100.0%,20.0 %,0.0 %
SEA,4,medium,Run,20.0%,0.0%,0.0%,-20.0 %,0.0 %
SEA,4,short,Pass,58.3%,45.5%,28.6%,-12.9 %,-16.9 %
SEA,4,short,Run,41.7%,54.5%,71.4%,12.9 %,16.9 %
SEA,4,very long,Pass,50.0%,100.0%,nan%,50.0 %,nan %
SEA,4,very long,Run,50.0%,0.0%,nan%,-50.0 %,nan %
SF,1,long,Pass,43.0%,47.4%,47.8%,4.4 %,0.5 %
SF,1,long,Run,57.0%,52.6%,52.2%,-4.4 %,-0.5 %
SF,1,medium,Pass,18.2%,17.6%,42.9%,-0.5 %,25.2 %
SF,1,medium,Run,81.8%,82.4%,57.1%,0.5 %,-25.2 %
SF,1,short,Pass,7.7%,12.5%,0.0%,4.8 %,-12.5 %
SF,1,short,Run,92.3%,87.5%,100.0%,-4.8 %,12.5 %
SF,1,very long,Pass,76.0%,66.7%,80.8%,-9.3 %,14.1 %
SF,1,very long,Run,24.0%,33.3%,19.2%,9.3 %,-14.1 %
SF,2,long,Pass,61.9%,69.2%,56.4%,7.2 %,-12.8 %
SF,2,long,Run,38.1%,30.8%,43.6%,-7.2 %,12.8 %
SF,2,medium,Pass,45.9%,45.0%,49.1%,-0.9 %,4.1 %
SF,2,medium,Run,54.1%,55.0%,50.9%,0.9 %,-4.1 %
SF,2,short,Pass,19.7%,19.3%,40.4%,-0.4 %,21.1 %
SF,2,short,Run,80.3%,80.7%,59.6%,0.4 %,-21.1 %
SF,2,very long,Pass,82.7%,83.1%,71.1%,0.4 %,-12.0 %
SF,2,very long,Run,17.3%,16.9%,28.9%,-0.4 %,12.0 %
SF,3,long,Pass,83.9%,92.1%,85.4%,8.2 %,-6.7 %
SF,3,long,Run,16.1%,7.9%,14.6%,-8.2 %,6.7 %
SF,3,medium,Pass,88.7%,85.7%,85.9%,-3.0 %,0.2 %
SF,3,medium,Run,11.3%,14.3%,14.1%,3.0 %,-0.2 %
SF,3,short,Pass,46.8%,40.9%,51.0%,-5.9 %,10.1 %
SF,3,short,Run,53.2%,59.1%,49.0%,5.9 %,-10.1 %
SF,3,very long,Pass,81.1%,75.6%,82.9%,-5.5 %,7.3 %
SF,3,very long,Run,18.9%,24.4%,17.1%,5.5 %,-7.3 %
SF,4,long,Pass,100.0%,100.0%,nan%,0.0 %,nan %
SF,4,long,Run,0.0%,0.0%,nan%,0.0 %,nan %
SF,4,medium,Pass,75.0%,50.0%,100.0%,-25.0 %,50.0 %
SF,4,medium,Run,25.0%,50.0%,0.0%,25.0 %,-50.0 %
SF,4,short,Pass,33.3%,28.6%,41.7%,-4.8 %,13.1 %
SF,4,short,Run,66.7%,71.4%,58.3%,4.8 %,-13.1 %
SF,4,very long,Pass,nan%,100.0%,100.0%,nan %,0.0 %
SF,4,very long,Run,nan%,0.0%,0.0%,nan %,0.0 %
TB,1,long,Pass,58.6%,49.6%,47.7%,-9.0 %,-1.9 %
TB,1,long,Run,41.4%,50.4%,52.3%,9.0 %,1.9 %
TB,1,medium,Pass,45.5%,40.0%,46.7%,-5.5 %,6.7 %
TB,1,medium,Run,54.5%,60.0%,53.3%,5.5 %,-6.7 %
TB,1,short,Pass,50.0%,60.0%,42.9%,10.0 %,-17.1 %
TB,1,short,Run,50.0%,40.0%,57.1%,-10.0 %,17.1 %
TB,1,very long,Pass,55.6%,69.2%,80.0%,13.7 %,10.8 %
TB,1,very long,Run,44.4%,30.8%,20.0%,-13.7 %,-10.8 %
TB,2,long,Pass,82.4%,66.0%,63.4%,-16.4 %,-2.6 %
TB,2,long,Run,17.6%,34.0%,36.6%,16.4 %,2.6 %
TB,2,medium,Pass,73.0%,52.3%,55.2%,-20.8 %,3.0 %
TB,2,medium,Run,27.0%,47.7%,44.8%,20.8 %,-3.0 %
TB,2,short,Pass,48.8%,45.6%,33.3%,-3.2 %,-12.3 %
TB,2,short,Run,51.2%,54.4%,66.7%,3.2 %,12.3 %
TB,2,very long,Pass,91.7%,74.5%,73.7%,-17.2 %,-0.8 %
TB,2,very long,Run,8.3%,25.5%,26.3%,17.2 %,0.8 %
TB,3,long,Pass,98.0%,90.3%,84.6%,-7.7 %,-5.7 %
TB,3,long,Run,2.0%,9.7%,15.4%,7.7 %,5.7 %
TB,3,medium,Pass,96.1%,85.7%,71.2%,-10.4 %,-14.5 %
TB,3,medium,Run,3.9%,14.3%,28.7%,10.4 %,14.5 %
TB,3,short,Pass,57.4%,55.7%,56.2%,-1.7 %,0.5 %
TB,3,short,Run,42.6%,44.3%,43.8%,1.7 %,-0.5 %
TB,3,very long,Pass,94.9%,90.9%,86.0%,-4.0 %,-4.9 %
TB,3,very long,Run,5.1%,9.1%,14.0%,4.0 %,4.9 %
TB,4,long,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
TB,4,long,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
TB,4,medium,Pass,100.0%,83.3%,100.0%,-16.7 %,16.7 %
TB,4,medium,Run,0.0%,16.7%,0.0%,16.7 %,-16.7 %
TB,4,short,Pass,42.9%,10.0%,25.0%,-32.9 %,15.0 %
TB,4,short,Run,57.1%,90.0%,75.0%,32.9 %,-15.0 %
TB,4,very long,Pass,100.0%,100.0%,nan%,0.0 %,nan %
TB,4,very long,Run,0.0%,0.0%,nan%,0.0 %,nan %
TEN,1,long,Pass,36.7%,46.8%,43.1%,10.1 %,-3.7 %
TEN,1,long,Run,63.3%,53.2%,56.9%,-10.1 %,3.7 %
TEN,1,medium,Pass,40.0%,14.3%,30.0%,-25.7 %,15.7 %
TEN,1,medium,Run,60.0%,85.7%,70.0%,25.7 %,-15.7 %
TEN,1,short,Pass,14.3%,33.3%,50.0%,19.0 %,16.7 %
TEN,1,short,Run,85.7%,66.7%,50.0%,-19.0 %,-16.7 %
TEN,1,very long,Pass,42.9%,76.5%,82.6%,33.6 %,6.1 %
TEN,1,very long,Run,57.1%,23.5%,17.4%,-33.6 %,-6.1 %
TEN,2,long,Pass,61.0%,59.0%,73.1%,-2.1 %,14.2 %
TEN,2,long,Run,39.0%,41.0%,26.9%,2.1 %,-14.2 %
TEN,2,medium,Pass,45.9%,50.0%,48.7%,4.1 %,-1.3 %
TEN,2,medium,Run,54.1%,50.0%,51.3%,-4.1 %,1.3 %
TEN,2,short,Pass,44.4%,23.4%,37.7%,-21.0 %,14.3 %
TEN,2,short,Run,55.6%,76.6%,62.3%,21.0 %,-14.3 %
TEN,2,very long,Pass,66.7%,71.7%,79.1%,5.0 %,7.4 %
TEN,2,very long,Run,33.3%,28.3%,20.9%,-5.0 %,-7.4 %
TEN,3,long,Pass,87.2%,91.5%,92.3%,4.3 %,0.8 %
TEN,3,long,Run,12.8%,8.5%,7.7%,-4.3 %,-0.8 %
TEN,3,medium,Pass,84.9%,87.8%,88.9%,2.9 %,1.1 %
TEN,3,medium,Run,15.1%,12.2%,11.1%,-2.9 %,-1.1 %
TEN,3,short,Pass,50.8%,55.3%,42.9%,4.5 %,-12.5 %
TEN,3,short,Run,49.2%,44.7%,57.1%,-4.5 %,12.5 %
TEN,3,very long,Pass,83.3%,85.4%,72.0%,2.0 %,-13.4 %
TEN,3,very long,Run,16.7%,14.6%,28.0%,-2.0 %,13.4 %
TEN,4,long,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
TEN,4,long,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
TEN,4,medium,Pass,50.0%,100.0%,75.0%,50.0 %,-25.0 %
TEN,4,medium,Run,50.0%,0.0%,25.0%,-50.0 %,25.0 %
TEN,4,short,Pass,22.2%,46.2%,53.8%,23.9 %,7.7 %
TEN,4,short,Run,77.8%,53.8%,46.2%,-23.9 %,-7.7 %
TEN,4,very long,Pass,100.0%,33.3%,100.0%,-66.7 %,66.7 %
TEN,4,very long,Run,0.0%,66.7%,0.0%,66.7 %,-66.7 %
WAS,1,long,Pass,45.4%,61.8%,43.5%,16.5 %,-18.4 %
WAS,1,long,Run,54.6%,38.2%,56.5%,-16.5 %,18.4 %
WAS,1,medium,Pass,12.5%,61.5%,26.3%,49.0 %,-35.2 %
WAS,1,medium,Run,87.5%,38.5%,73.7%,-49.0 %,35.2 %
WAS,1,short,Pass,16.7%,50.0%,20.0%,33.3 %,-30.0 %
WAS,1,short,Run,83.3%,50.0%,80.0%,-33.3 %,30.0 %
WAS,1,very long,Pass,63.6%,66.7%,61.9%,3.0 %,-4.8 %
WAS,1,very long,Run,36.4%,33.3%,38.1%,-3.0 %,4.8 %
WAS,2,long,Pass,53.6%,69.6%,67.1%,16.0 %,-2.5 %
WAS,2,long,Run,46.4%,30.4%,32.9%,-16.0 %,2.5 %
WAS,2,medium,Pass,46.3%,57.7%,52.9%,11.5 %,-4.9 %
WAS,2,medium,Run,53.7%,42.3%,47.1%,-11.5 %,4.9 %
WAS,2,short,Pass,36.5%,53.8%,23.8%,17.3 %,-30.0 %
WAS,2,short,Run,63.5%,46.2%,76.2%,-17.3 %,30.0 %
WAS,2,very long,Pass,64.0%,73.7%,78.3%,9.7 %,4.6 %
WAS,2,very long,Run,36.0%,26.3%,21.7%,-9.7 %,-4.6 %
WAS,3,long,Pass,92.7%,95.9%,87.8%,3.2 %,-8.2 %
WAS,3,long,Run,7.3%,4.1%,12.2%,-3.2 %,8.2 %
WAS,3,medium,Pass,88.2%,84.5%,85.0%,-3.7 %,0.5 %
WAS,3,medium,Run,11.8%,15.5%,15.0%,3.7 %,-0.5 %
WAS,3,short,Pass,50.0%,58.5%,48.3%,8.5 %,-10.2 %
WAS,3,short,Run,50.0%,41.5%,51.7%,-8.5 %,10.2 %
WAS,3,very long,Pass,88.6%,84.4%,76.1%,-4.2 %,-8.4 %
WAS,3,very long,Run,11.4%,15.6%,23.9%,4.2 %,8.4 %
WAS,4,long,Pass,100.0%,100.0%,100.0%,0.0 %,0.0 %
WAS,4,long,Run,0.0%,0.0%,0.0%,0.0 %,0.0 %
WAS,4,medium,Pass,100.0%,100.0%,87.5%,0.0 %,-12.5 %
WAS,4,medium,Run,0.0%,0.0%,12.5%,0.0 %,12.5 %
WAS,4,short,Pass,29.4%,70.0%,33.3%,40.6 %,-36.7 %
WAS,4,short,Run,70.6%,30.0%,66.7%,-40.6 %,36.7 %
WAS,4,very long,Pass,100.0%,50.0%,50.0%,-50.0 %,0.0 %
WAS,4,very long,Run,0.0%,50.0%,50.0%,50.0 %,0.0 %
